STATEID,COUNTYID,STNAME,CTYNAME,POPN
39,099,Ohio,Mahoning ,227948
39,101,Ohio,Marion ,65363
39,103,Ohio,Medina ,182550
39,105,Ohio,Meigs ,22118
39,107,Ohio,Mercer ,42471
39,109,Ohio,Miami ,108821
39,111,Ohio,Monroe ,13354
39,113,Ohio,Montgomery ,536629
39,115,Ohio,Morgan ,13741
39,117,Ohio,Morrow ,34964
39,119,Ohio,Muskingum ,86342
39,121,Ohio,Noble ,14090
39,123,Ohio,Ottawa ,40260
39,125,Ohio,Paulding ,18804
39,127,Ohio,Perry ,35439
39,129,Ohio,Pickaway ,58628
39,131,Ohio,Pike ,27050
39,133,Ohio,Portage ,161775
39,135,Ohio,Preble ,40964
39,137,Ohio,Putnam ,34380
39,139,Ohio,Richland ,124840
39,141,Ohio,Ross ,76985
39,143,Ohio,Sandusky ,58832
39,145,Ohio,Scioto ,73720
39,147,Ohio,Seneca ,54990
39,149,Ohio,Shelby ,48119
39,151,Ohio,Stark ,374357
39,153,Ohio,Summit ,539530
39,155,Ohio,Trumbull ,201405
39,157,Ohio,Tuscarawas ,93063
39,159,Ohio,Union ,63077
39,161,Ohio,Van Wert ,28878
39,163,Ohio,Vinton ,12784
39,165,Ohio,Warren ,243004
39,167,Ohio,Washington ,59613
39,169,Ohio,Wayne ,116840
39,171,Ohio,Williams ,37025
39,173,Ohio,Wood ,132212
39,175,Ohio,Wyandot ,21854
40,001,Oklahoma,Adair ,19415
40,003,Oklahoma,Alfalfa ,5713
40,005,Oklahoma,Atoka ,14174
40,007,Oklahoma,Beaver ,5012
40,009,Oklahoma,Beckham ,22302
40,011,Oklahoma,Blaine ,8711
40,013,Oklahoma,Bryan ,46293
40,015,Oklahoma,Caddo ,26858
40,017,Oklahoma,Canadian ,155507
40,019,Oklahoma,Carter ,48003
40,021,Oklahoma,Cherokee ,47081
40,023,Oklahoma,Choctaw ,14196
40,025,Oklahoma,Cimarron ,2290
40,027,Oklahoma,Cleveland ,296019
40,029,Oklahoma,Coal ,5279
40,031,Oklahoma,Comanche ,121129
40,033,Oklahoma,Cotton ,5543
40,035,Oklahoma,Craig ,14146
40,037,Oklahoma,Creek ,71776
40,039,Oklahoma,Custer ,28423
40,041,Oklahoma,Delaware ,40400
40,043,Oklahoma,Dewey ,4466
40,045,Oklahoma,Ellis ,3745
40,047,Oklahoma,Garfield ,62629
40,049,Oklahoma,Garvin ,25627
40,051,Oklahoma,Grady ,54805
40,053,Oklahoma,Grant ,4168
40,055,Oklahoma,Greer ,5488
40,057,Oklahoma,Harmon ,2465
40,059,Oklahoma,Harper ,3255
40,061,Oklahoma,Haskell ,11549
40,063,Oklahoma,Hughes ,13334
40,065,Oklahoma,Jackson ,24731
40,067,Oklahoma,Jefferson ,5326
40,069,Oklahoma,Johnston ,10222
40,071,Oklahoma,Kay ,43541
40,073,Oklahoma,Kingfisher ,15151
40,075,Oklahoma,Kiowa ,8487
40,077,Oklahoma,Latimer ,9461
40,079,Oklahoma,Le Flore ,48131
40,081,Oklahoma,Lincoln ,33469
40,083,Oklahoma,Logan ,49726
40,085,Oklahoma,Love ,10143
40,087,Oklahoma,McClain ,41887
40,089,Oklahoma,McCurtain ,30786
40,091,Oklahoma,McIntosh ,18946
40,093,Oklahoma,Major ,7750
40,095,Oklahoma,Marshall ,15342
40,097,Oklahoma,Mayes ,39066
40,099,Oklahoma,Murray ,13869
40,101,Oklahoma,Muskogee ,66160
40,103,Oklahoma,Noble ,10900
40,105,Oklahoma,Nowata ,9296
40,107,Oklahoma,Okfuskee ,11238
40,109,Oklahoma,Oklahoma ,797296
40,111,Oklahoma,Okmulgee ,36679
40,113,Oklahoma,Osage ,45741
40,115,Oklahoma,Ottawa ,30209
40,117,Oklahoma,Pawnee ,15544
40,119,Oklahoma,Payne ,81592
40,121,Oklahoma,Pittsburg ,43727
40,123,Oklahoma,Pontotoc ,38077
40,125,Oklahoma,Pottawatomie ,72441
40,127,Oklahoma,Pushmataha ,10797
40,129,Oklahoma,Roger Mills ,3427
40,131,Oklahoma,Rogers ,95315
40,133,Oklahoma,Seminole ,23508
40,135,Oklahoma,Sequoyah ,39255
40,137,Oklahoma,Stephens ,42753
40,139,Oklahoma,Texas ,21283
40,141,Oklahoma,Tillman ,6956
40,143,Oklahoma,Tulsa ,670157
40,145,Oklahoma,Wagoner ,81377
40,147,Oklahoma,Washington ,52593
40,149,Oklahoma,Washita ,10903
40,151,Oklahoma,Woods ,8587
40,153,Oklahoma,Woodward ,20385
41,001,Oregon,Baker ,16689
41,003,Oregon,Benton ,95167
41,005,Oregon,Clackamas ,422160
41,007,Oregon,Clatsop ,41089
41,009,Oregon,Columbia ,52631
41,011,Oregon,Coos ,64887
41,013,Oregon,Crook ,24923
41,015,Oregon,Curry ,23503
41,017,Oregon,Deschutes ,199355
41,019,Oregon,Douglas ,111235
41,021,Oregon,Gilliam ,2016
41,023,Oregon,Grant ,7223
41,025,Oregon,Harney ,7491
41,027,Oregon,Hood River ,23943
41,029,Oregon,Jackson ,223394
41,031,Oregon,Jefferson ,24518
41,033,Oregon,Josephine ,88105
41,035,Oregon,Klamath ,69504
41,037,Oregon,Lake ,8149
41,039,Oregon,Lane ,382940
41,041,Oregon,Lincoln ,50472
41,043,Oregon,Linn ,128936
41,045,Oregon,Malheur ,31608
41,047,Oregon,Marion ,346202
41,049,Oregon,Morrow ,12191
41,051,Oregon,Multnomah ,815871
41,053,Oregon,Polk ,87863
41,055,Oregon,Sherman ,1872
41,057,Oregon,Tillamook ,27471
41,059,Oregon,Umatilla ,80011
41,061,Oregon,Union ,26149
41,063,Oregon,Wallowa ,7387
41,065,Oregon,Wasco ,26611
41,067,Oregon,Washington ,600689
41,069,Oregon,Wheeler ,1457
41,071,Oregon,Yamhill ,107832
42,001,Pennsylvania,Adams ,103795
42,003,Pennsylvania,Allegheny ,1248717
42,005,Pennsylvania,Armstrong ,65445
42,007,Pennsylvania,Beaver ,167732
42,009,Pennsylvania,Bedford ,47523
42,011,Pennsylvania,Berks ,428694
42,013,Pennsylvania,Blair ,122518
42,015,Pennsylvania,Bradford ,59858
42,017,Pennsylvania,Bucks ,646008
42,019,Pennsylvania,Butler ,193851
42,021,Pennsylvania,Cambria ,132957
42,023,Pennsylvania,Cameron ,4519
42,025,Pennsylvania,Carbon ,64751
42,027,Pennsylvania,Centre ,157929
42,029,Pennsylvania,Chester ,534645
42,031,Pennsylvania,Clarion ,37178
42,033,Pennsylvania,Clearfield ,80394
42,035,Pennsylvania,Clinton ,37350
42,037,Pennsylvania,Columbia ,64667
42,039,Pennsylvania,Crawford ,83723
42,041,Pennsylvania,Cumberland ,259996
42,043,Pennsylvania,Dauphin ,286544
42,045,Pennsylvania,Delaware ,576388
42,047,Pennsylvania,Elk ,30927
42,049,Pennsylvania,Erie ,270427
42,051,Pennsylvania,Fayette ,128393
42,053,Pennsylvania,Forest ,6952
42,055,Pennsylvania,Franklin ,155874
42,057,Pennsylvania,Fulton ,14549
42,059,Pennsylvania,Greene ,35813
42,061,Pennsylvania,Huntingdon ,44030
42,063,Pennsylvania,Indiana ,83116
42,065,Pennsylvania,Jefferson ,44431
42,067,Pennsylvania,Juniata ,23451
42,069,Pennsylvania,Lackawanna ,215516
42,071,Pennsylvania,Lancaster ,552597
42,073,Pennsylvania,Lawrence ,85865
42,075,Pennsylvania,Lebanon ,143242
42,077,Pennsylvania,Lehigh ,374504
42,079,Pennsylvania,Luzerne ,325057
42,081,Pennsylvania,Lycoming ,113980
42,083,Pennsylvania,McKean ,40306
42,085,Pennsylvania,Mercer ,110333
42,087,Pennsylvania,Mifflin ,46073
42,089,Pennsylvania,Monroe ,168248
42,091,Pennsylvania,Montgomery ,856947
42,093,Pennsylvania,Montour ,18115
42,095,Pennsylvania,Northampton ,312855
42,097,Pennsylvania,Northumberland ,91471
42,099,Pennsylvania,Perry ,45821
42,101,Pennsylvania,Philadelphia ,1601005
42,103,Pennsylvania,Pike ,58591
42,105,Pennsylvania,Potter ,16356
42,107,Pennsylvania,Schuylkill ,142777
42,109,Pennsylvania,Snyder ,39717
42,111,Pennsylvania,Somerset ,73917
42,113,Pennsylvania,Sullivan ,5838
42,115,Pennsylvania,Susquehanna ,38354
42,117,Pennsylvania,Tioga ,40969
42,119,Pennsylvania,Union ,42625
42,121,Pennsylvania,Venango ,50275
42,123,Pennsylvania,Warren ,38480
42,125,Pennsylvania,Washington ,209157
42,127,Pennsylvania,Wayne ,51101
42,129,Pennsylvania,Westmoreland ,353998
42,131,Pennsylvania,Wyoming ,26001
42,133,Pennsylvania,York ,456389
44,001,Rhode Island,Bristol ,50750
44,003,Rhode Island,Kent ,170323
44,005,Rhode Island,Newport ,85388
44,007,Rhode Island,Providence ,660015
44,009,Rhode Island,Washington ,129753
45,001,South Carolina,Abbeville ,24212
45,003,South Carolina,Aiken ,169032
45,005,South Carolina,Allendale ,7990
45,007,South Carolina,Anderson ,204032
45,009,South Carolina,Bamberg ,13251
45,011,South Carolina,Barnwell ,20567
45,013,South Carolina,Beaufort ,187691
45,015,South Carolina,Berkeley ,231568
45,017,South Carolina,Calhoun ,14125
45,019,South Carolina,Charleston ,409418
45,021,South Carolina,Cherokee ,56179
45,023,South Carolina,Chester ,32276
45,025,South Carolina,Chesterfield ,43258
45,027,South Carolina,Clarendon ,31093
45,029,South Carolina,Colleton ,38543
45,031,South Carolina,Darlington ,62833
45,033,South Carolina,Dillon ,28284
45,035,South Carolina,Dorchester ,161975
45,037,South Carolina,Edgefield ,25675
45,039,South Carolina,Fairfield ,20858
45,041,South Carolina,Florence ,136805
45,043,South Carolina,Georgetown ,63440
45,045,South Carolina,Greenville ,526980
45,047,South Carolina,Greenwood ,69380
45,049,South Carolina,Hampton ,18512
45,051,South Carolina,Horry ,353498
45,053,South Carolina,Jasper ,29073
45,055,South Carolina,Kershaw ,65536
45,057,South Carolina,Lancaster ,96652
45,059,South Carolina,Laurens ,67551
45,061,South Carolina,Lee ,16458
45,063,South Carolina,Lexington ,294891
45,065,South Carolina,McCormick ,9513
45,067,South Carolina,Marion ,29043
45,069,South Carolina,Marlboro ,26537
45,071,South Carolina,Newberry ,37715
45,073,South Carolina,Oconee ,78638
45,075,South Carolina,Orangeburg ,83958
45,077,South Carolina,Pickens ,131602
45,079,South Carolina,Richland ,416527
45,081,South Carolina,Saluda ,18830
45,083,South Carolina,Spartanburg ,329364
45,085,South Carolina,Sumter ,105417
45,087,South Carolina,Union ,27148
45,089,South Carolina,Williamsburg ,30902
45,091,South Carolina,York ,283899
46,003,South Dakota,Aurora ,2733
46,005,South Dakota,Beadle ,19146
46,007,South Dakota,Bennett ,3386
46,009,South Dakota,Bon Homme ,6979
46,011,South Dakota,Brookings ,34339
46,013,South Dakota,Brown ,38210
46,015,South Dakota,Brule ,5263
46,017,South Dakota,Buffalo ,1944
46,019,South Dakota,Butte ,10249
46,021,South Dakota,Campbell ,1374
46,023,South Dakota,Charles Mix ,9351
46,025,South Dakota,Clark ,3850
46,027,South Dakota,Clay ,14998
46,029,South Dakota,Codington ,28309
46,031,South Dakota,Corson ,3893
46,033,South Dakota,Custer ,8328
46,035,South Dakota,Davison ,19936
46,037,South Dakota,Day ,5425
46,039,South Dakota,Deuel ,4299
46,041,South Dakota,Dewey ,5226
46,043,South Dakota,Douglas ,2824
46,045,South Dakota,Edmunds ,3977
46,047,South Dakota,Fall River ,6964
46,049,South Dakota,Faulk ,2128
46,051,South Dakota,Grant ,7532
46,053,South Dakota,Gregory ,3994
46,055,South Dakota,Haakon ,1869
46,057,South Dakota,Hamlin ,6167
46,059,South Dakota,Hand ,3130
46,061,South Dakota,Hanson ,3461
46,063,South Dakota,Harding ,1317
46,065,South Dakota,Hughes ,17704
46,067,South Dakota,Hutchinson ,7411
46,069,South Dakota,Hyde ,1258
46,071,South Dakota,Jackson ,2810
46,073,South Dakota,Jerauld ,1657
46,075,South Dakota,Jones ,925
46,077,South Dakota,Kingsbury ,5211
46,079,South Dakota,Lake ,11010
46,081,South Dakota,Lawrence ,25812
46,083,South Dakota,Lincoln ,65613
46,085,South Dakota,Lyman ,3714
46,087,South Dakota,McCook ,5661
46,089,South Dakota,McPherson ,2397
46,091,South Dakota,Marshall ,4300
46,093,South Dakota,Meade ,29853
46,095,South Dakota,Mellette ,1916
46,097,South Dakota,Miner ,2294
46,099,South Dakota,Minnehaha ,197511
46,101,South Dakota,Moody ,6324
46,102,South Dakota,Oglala Lakota ,13672
46,103,South Dakota,Pennington ,109475
46,105,South Dakota,Perkins ,2824
46,107,South Dakota,Potter ,2471
46,109,South Dakota,Roberts ,10257
46,111,South Dakota,Sanborn ,2318
46,115,South Dakota,Spink ,6338
46,117,South Dakota,Stanley ,2976
46,119,South Dakota,Sully ,1446
46,121,South Dakota,Todd ,9319
46,123,South Dakota,Tripp ,5601
46,125,South Dakota,Turner ,8673
46,127,South Dakota,Union ,16832
46,129,South Dakota,Walworth ,5289
46,135,South Dakota,Yankton ,23238
46,137,South Dakota,Ziebach ,2388
47,001,Tennessee,Anderson ,77209
47,003,Tennessee,Bedford ,50302
47,005,Tennessee,Benton ,15812
47,007,Tennessee,Bledsoe ,14930
47,009,Tennessee,Blount ,135566
47,011,Tennessee,Bradley ,108741
47,013,Tennessee,Campbell ,39277
47,015,Tennessee,Cannon ,14547
47,017,Tennessee,Carroll ,28415
47,019,Tennessee,Carter ,56315
47,021,Tennessee,Cheatham ,41087
47,023,Tennessee,Chester ,17347
47,025,Tennessee,Claiborne ,32038
47,027,Tennessee,Clay ,7554
47,029,Tennessee,Cocke ,36022
47,031,Tennessee,Coffee ,58102
47,033,Tennessee,Crockett ,13884
47,035,Tennessee,Cumberland ,61272
47,037,Tennessee,Davidson ,715486
47,039,Tennessee,Decatur ,11402
47,041,Tennessee,DeKalb ,20171
47,043,Tennessee,Dickson ,54432
47,045,Tennessee,Dyer ,36646
47,047,Tennessee,Fayette ,42139
47,049,Tennessee,Fentress ,18522
47,051,Tennessee,Franklin ,42781
47,053,Tennessee,Gibson ,50375
47,055,Tennessee,Giles ,30295
47,057,Tennessee,Grainger ,23525
47,059,Tennessee,Greene ,70220
47,061,Tennessee,Grundy ,13531
47,063,Tennessee,Hamblen ,64435
47,065,Tennessee,Hamilton ,366991
47,067,Tennessee,Hancock ,6622
47,069,Tennessee,Hardeman ,25410
47,071,Tennessee,Hardin ,26800
47,073,Tennessee,Hawkins ,56669
47,075,Tennessee,Haywood ,17795
47,077,Tennessee,Henderson ,27818
47,079,Tennessee,Henry ,32115
47,081,Tennessee,Hickman ,24942
47,083,Tennessee,Houston ,8285
47,085,Tennessee,Humphreys ,18974
47,087,Tennessee,Jackson ,11617
47,089,Tennessee,Jefferson ,54870
47,091,Tennessee,Johnson ,17966
47,093,Tennessee,Knox ,480126
47,095,Tennessee,Lake ,6980
47,097,Tennessee,Lauderdale ,25100
47,099,Tennessee,Lawrence ,44189
47,101,Tennessee,Lewis ,12602
47,103,Tennessee,Lincoln ,35309
47,105,Tennessee,Loudon ,55097
47,107,Tennessee,McMinn ,53315
47,109,Tennessee,McNairy ,25839
47,111,Tennessee,Macon ,25243
47,113,Tennessee,Madison ,98777
47,115,Tennessee,Marion ,28834
47,117,Tennessee,Marshall ,34441
47,119,Tennessee,Maury ,101700
47,121,Tennessee,Meigs ,12785
47,123,Tennessee,Monroe ,46384
47,125,Tennessee,Montgomery ,221160
47,127,Tennessee,Moore ,6457
47,129,Tennessee,Morgan ,21020
47,131,Tennessee,Obion ,30716
47,133,Tennessee,Overton ,22588
47,135,Tennessee,Perry ,8360
47,137,Tennessee,Pickett ,4995
47,139,Tennessee,Polk ,17569
47,141,Tennessee,Putnam ,79982
47,143,Tennessee,Rhea ,32903
47,145,Tennessee,Roane ,53513
47,147,Tennessee,Robertson ,72860
47,149,Tennessee,Rutherford ,343128
47,151,Tennessee,Scott ,21842
47,153,Tennessee,Sequatchie ,15863
47,155,Tennessee,Sevier ,98497
47,157,Tennessee,Shelby ,928644
47,159,Tennessee,Smith ,19939
47,161,Tennessee,Stewart ,13683
47,163,Tennessee,Sullivan ,158092
47,165,Tennessee,Sumner ,197272
47,167,Tennessee,Tipton ,60961
47,169,Tennessee,Trousdale ,11661
47,171,Tennessee,Unicoi ,17867
47,173,Tennessee,Union ,19820
47,175,Tennessee,Van Buren ,6171
47,177,Tennessee,Warren ,41023
47,179,Tennessee,Washington ,133080
47,181,Tennessee,Wayne ,16202
47,183,Tennessee,Weakley ,32864
47,185,Tennessee,White ,27424
47,187,Tennessee,Williamson ,249424
47,189,Tennessee,Wilson ,148564
48,001,Texas,Anderson ,57881
48,003,Texas,Andrews ,18612
48,005,Texas,Angelina ,86345
48,007,Texas,Aransas ,23916
48,009,Texas,Archer ,8557
48,011,Texas,Armstrong ,1847
48,013,Texas,Atascosa ,49089
48,015,Texas,Austin ,30109
48,017,Texas,Bailey ,6859
48,019,Texas,Bandera ,20987
48,021,Texas,Bastrop ,97983
48,023,Texas,Baylor ,3464
48,025,Texas,Bee ,30990
48,027,Texas,Bell ,371981
48,029,Texas,Bexar ,2014052
48,031,Texas,Blanco ,11454
48,033,Texas,Borden ,641
48,035,Texas,Bosque ,18239
48,037,Texas,Bowie ,92792
48,039,Texas,Brazoria ,373368
48,041,Texas,Brazos ,234480
48,043,Texas,Brewster ,9566
48,045,Texas,Briscoe ,1421
48,047,Texas,Brooks ,7030
48,049,Texas,Brown ,38002
48,051,Texas,Burleson ,17644
48,053,Texas,Burnet ,49427
48,055,Texas,Caldwell ,45967
48,057,Texas,Calhoun ,20047
48,059,Texas,Callahan ,13750
48,061,Texas,Cameron ,421191
48,063,Texas,Camp ,12450
48,065,Texas,Carson ,5808
48,067,Texas,Cass ,28399
48,069,Texas,Castro ,7337
48,071,Texas,Chambers ,47051
48,073,Texas,Cherokee ,50477
48,075,Texas,Childress ,6648
48,077,Texas,Clay ,10245
48,079,Texas,Cochran ,2559
48,081,Texas,Coke ,3288
48,083,Texas,Coleman ,7671
48,085,Texas,Collin ,1073149
48,087,Texas,Collingsworth ,2635
48,089,Texas,Colorado ,20566
48,091,Texas,Comal ,163573
48,093,Texas,Comanche ,13600
48,095,Texas,Concho ,3319
48,097,Texas,Cooke ,41697
48,099,Texas,Coryell ,83096
48,101,Texas,Cottle ,1374
48,103,Texas,Crane ,4668
48,105,Texas,Crockett ,3111
48,107,Texas,Crosby ,5098
48,109,Texas,Culberson ,2193
48,111,Texas,Dallam ,7116
48,113,Texas,Dallas ,2610957
48,115,Texas,Dawson ,12439
48,117,Texas,Deaf Smith ,18503
48,119,Texas,Delta ,5233
48,121,Texas,Denton ,913900
48,123,Texas,DeWitt ,19809
48,125,Texas,Dickens ,1760
48,127,Texas,Dimmit ,8563
48,129,Texas,Donley ,3269
48,131,Texas,Duval ,9808
48,133,Texas,Eastland ,17754
48,135,Texas,Ector ,165467
48,137,Texas,Edwards ,1414
48,139,Texas,Ellis ,194272
48,141,Texas,El Paso ,866093
48,143,Texas,Erath ,42715
48,145,Texas,Falls ,16961
48,147,Texas,Fannin ,35732
48,149,Texas,Fayette ,24452
48,151,Texas,Fisher ,3677
48,153,Texas,Floyd ,5378
48,155,Texas,Foard ,1086
48,157,Texas,Fort Bend ,828632
48,159,Texas,Franklin ,10366
48,161,Texas,Freestone ,19445
48,163,Texas,Frio ,18366
48,165,Texas,Gaines ,21701
48,167,Texas,Galveston ,351458
48,169,Texas,Garza ,5794
48,171,Texas,Gillespie ,26732
48,173,Texas,Glasscock ,1114
48,175,Texas,Goliad ,7005
48,177,Texas,Gonzales ,19653
48,179,Texas,Gray ,21179
48,181,Texas,Grayson ,136014
48,183,Texas,Gregg ,124175
48,185,Texas,Grimes ,29414
48,187,Texas,Guadalupe ,173541
48,189,Texas,Hale ,32439
48,191,Texas,Hall ,2801
48,193,Texas,Hamilton ,8230
48,195,Texas,Hansford ,5255
48,197,Texas,Hardeman ,3559
48,199,Texas,Hardin ,56277
48,201,Texas,Harris ,4732491
48,203,Texas,Harrison ,68778
48,205,Texas,Hartley ,5362
48,207,Texas,Haskell ,5424
48,209,Texas,Hays ,243809
48,211,Texas,Hemphill ,3368
48,213,Texas,Henderson ,82348
48,215,Texas,Hidalgo ,872204
48,217,Texas,Hill ,35965
48,219,Texas,Hockley ,21490
48,221,Texas,Hood ,61953
48,223,Texas,Hopkins ,36795
48,225,Texas,Houston ,22068
48,227,Texas,Howard ,34797
48,229,Texas,Hudspeth ,3196
48,231,Texas,Hunt ,100231
48,233,Texas,Hutchinson ,20539
48,235,Texas,Irion ,1522
48,237,Texas,Jack ,8492
48,239,Texas,Jackson ,15000
48,241,Texas,Jasper ,32900
48,243,Texas,Jeff Davis ,1978
48,245,Texas,Jefferson ,255979
48,247,Texas,Jim Hogg ,4839
48,249,Texas,Jim Wells ,38813
48,251,Texas,Johnson ,180733
48,253,Texas,Jones ,19676
48,255,Texas,Karnes ,14721
48,257,Texas,Kaufman ,146986
48,259,Texas,Kendall ,44527
48,261,Texas,Kenedy ,346
48,263,Texas,Kent ,759
48,265,Texas,Kerr ,52676
48,267,Texas,Kimble ,4289
48,269,Texas,King ,270
48,271,Texas,Kinney ,3127
48,273,Texas,Kleberg ,30958
48,275,Texas,Knox ,3361
48,277,Texas,Lamar ,50077
48,279,Texas,Lamb ,12984
48,281,Texas,Lampasas ,21707
48,283,Texas,La Salle ,6642
48,285,Texas,Lavaca ,20338
48,287,Texas,Lee ,17499
48,289,Texas,Leon ,15727
48,291,Texas,Liberty ,92351
48,293,Texas,Limestone ,22103
48,295,Texas,Lipscomb ,3042
48,297,Texas,Live Oak ,11343
48,299,Texas,Llano ,21249
48,301,Texas,Loving ,67
48,303,Texas,Lubbock ,311419
48,305,Texas,Lynn ,5606
48,307,Texas,McCulloch ,7567
48,309,Texas,McLennan ,261023
48,311,Texas,McMullen ,599
48,313,Texas,Madison ,13445
48,315,Texas,Marion ,9752
48,317,Texas,Martin ,5250
48,319,Texas,Mason ,3964
48,321,Texas,Matagorda ,36269
48,323,Texas,Maverick ,57844
48,325,Texas,Medina ,50920
48,327,Texas,Menard ,1971
48,329,Texas,Midland ,170221
48,331,Texas,Milam ,24724
48,333,Texas,Mills ,4439
48,335,Texas,Mitchell ,8985
48,337,Texas,Montague ,19969
48,339,Texas,Montgomery ,624938
48,341,Texas,Moore ,21273
48,343,Texas,Morris ,11963
48,345,Texas,Motley ,1052
48,347,Texas,Nacogdoches ,64624
48,349,Texas,Navarro ,52784
48,351,Texas,Newton ,12163
48,353,Texas,Nolan ,14721
48,355,Texas,Nueces ,353090
48,357,Texas,Ochiltree ,9960
48,359,Texas,Oldham ,1761
48,361,Texas,Orange ,84702
48,363,Texas,Palo Pinto ,28427
48,365,Texas,Panola ,22513
48,367,Texas,Parker ,149432
48,369,Texas,Parmer ,9851
48,371,Texas,Pecos ,15165
48,373,Texas,Polk ,50505
48,375,Texas,Potter ,118173
48,377,Texas,Presidio ,6102
48,379,Texas,Rains ,12199
48,381,Texas,Randall ,141231
48,383,Texas,Reagan ,3376
48,385,Texas,Real ,2743
48,387,Texas,Red River ,11550
48,389,Texas,Reeves ,14730
48,391,Texas,Refugio ,6747
48,393,Texas,Roberts ,823
48,395,Texas,Robertson ,16740
48,397,Texas,Rockwall ,109090
48,399,Texas,Runnels ,9921
48,401,Texas,Rusk ,52225
48,403,Texas,Sabine ,9881
48,405,Texas,San Augustine ,7919
48,407,Texas,San Jacinto ,27483
48,409,Texas,San Patricio ,68772
48,411,Texas,San Saba ,5730
48,413,Texas,Schleicher ,2442
48,415,Texas,Scurry ,16931
48,417,Texas,Shackelford ,3122
48,419,Texas,Shelby ,23926
48,421,Texas,Sherman ,2780
48,423,Texas,Smith ,234063
48,425,Texas,Somervell ,9214
48,427,Texas,Starr ,65835
48,429,Texas,Stephens ,9079
48,431,Texas,Sterling ,1383
48,433,Texas,Stonewall ,1245
48,435,Texas,Sutton ,3362
48,437,Texas,Swisher ,6957
48,439,Texas,Tarrant ,2114709
48,441,Texas,Taylor ,143383
48,443,Texas,Terrell ,744
48,445,Texas,Terry ,11792
48,447,Texas,Throckmorton ,1443
48,449,Texas,Titus ,31264
48,451,Texas,Tom Green ,120105
48,453,Texas,Travis ,1296100
48,455,Texas,Trinity ,13623
48,457,Texas,Tyler ,19797
48,459,Texas,Upshur ,40975
48,461,Texas,Upton ,3296
48,463,Texas,Uvalde ,24540
48,465,Texas,Val Verde ,47582
48,467,Texas,Van Zandt ,59690
48,469,Texas,Victoria ,91236
48,471,Texas,Walker ,76543
48,473,Texas,Waller ,57349
48,475,Texas,Ward ,11656
48,477,Texas,Washington ,35837
48,479,Texas,Webb ,267234
48,481,Texas,Wharton ,41550
48,483,Texas,Wheeler ,4980
48,485,Texas,Wichita ,129546
48,487,Texas,Wilbarger ,12846
48,489,Texas,Willacy ,20129
48,491,Texas,Williamson ,615266
48,493,Texas,Wilson ,49994
48,495,Texas,Winkler ,7749
48,497,Texas,Wise ,68866
48,499,Texas,Wood ,45010
48,501,Texas,Yoakum ,7669
48,503,Texas,Young ,17839
48,505,Texas,Zapata ,13884
48,507,Texas,Zavala ,9652
49,001,Utah,Beaver ,7076
49,003,Utah,Box Elder ,57908
49,005,Utah,Cache ,133527
49,007,Utah,Carbon ,20465
49,009,Utah,Daggett ,952
49,011,Utah,Davis ,363492
49,013,Utah,Duchesne ,19581
49,015,Utah,Emery ,9837
49,017,Utah,Garfield ,5090
49,019,Utah,Grand ,9681
49,021,Utah,Iron ,57640
49,023,Utah,Juab ,11824
49,025,Utah,Kane ,7673
49,027,Utah,Millard ,13015
49,029,Utah,Morgan ,12392
49,031,Utah,Piute ,1437
49,033,Utah,Rich ,2504
49,035,Utah,Salt Lake ,1186236
49,037,Utah,San Juan ,14525
49,039,Utah,Sanpete ,28508
49,041,Utah,Sevier ,21546
49,043,Utah,Summit ,42452
49,045,Utah,Tooele ,73281
49,047,Utah,Uintah ,35618
49,049,Utah,Utah ,663143
49,051,Utah,Wasatch ,35032
49,053,Utah,Washington ,181924
49,055,Utah,Wayne ,2497
49,057,Utah,Weber ,262828
50,001,Vermont,Addison ,37292
50,003,Vermont,Bennington ,37271
50,005,Vermont,Caledonia ,30184
50,007,Vermont,Chittenden ,168289
50,009,Vermont,Essex ,5910
50,011,Vermont,Franklin ,49996
50,013,Vermont,Grand Isle ,7278
50,015,Vermont,Lamoille ,25914
50,017,Vermont,Orange ,29259
50,019,Vermont,Orleans ,27355
50,021,Vermont,Rutland ,60455
50,023,Vermont,Washington ,59748
50,025,Vermont,Windham ,45844
50,027,Vermont,Windsor ,57700
51,001,Virginia,Accomack ,33348
51,003,Virginia,Albemarle ,112496
51,005,Virginia,Alleghany ,15161
51,007,Virginia,Amelia ,13246
51,009,Virginia,Amherst ,31262
51,011,Virginia,Appomattox ,16133
51,013,Virginia,Arlington ,238766
51,015,Virginia,Augusta ,77512
51,017,Virginia,Bath ,4196
51,019,Virginia,Bedford ,79504
51,021,Virginia,Bland ,6247
51,023,Virginia,Botetourt ,33614
51,025,Virginia,Brunswick ,15806
51,027,Virginia,Buchanan ,20216
51,029,Virginia,Buckingham ,16820
51,031,Virginia,Campbell ,55638
51,033,Virginia,Caroline ,30905
51,035,Virginia,Carroll ,29130
51,036,Virginia,Charles City ,6733
51,037,Virginia,Charlotte ,11506
51,041,Virginia,Chesterfield ,365566
51,043,Virginia,Clarke ,14788
51,045,Virginia,Craig ,4880
51,047,Virginia,Culpeper ,52717
51,049,Virginia,Cumberland ,9656
51,051,Virginia,Dickenson ,14045
51,053,Virginia,Dinwiddie ,27900
51,057,Virginia,Essex ,10591
51,059,Virginia,Fairfax ,1148472
51,061,Virginia,Fauquier ,72938
51,063,Virginia,Floyd ,15474
